commit_hash,author,date,msg,file,file_path,lines_added,lines_deleted,complexity,nloc,is_bug_fix
9f70f5933a71896dafb1eae4df35217e28af3b74,Will McGugan,2020-03-12 17:36:40+00:00,progress docs,index.rst,docs/source/index.rst,1,0,,,0
9f70f5933a71896dafb1eae4df35217e28af3b74,Will McGugan,2020-03-12 17:36:40+00:00,progress docs,progress.rst,docs/source/progress.rst,86,0,,,0
9f70f5933a71896dafb1eae4df35217e28af3b74,Will McGugan,2020-03-12 17:36:40+00:00,progress docs,reference.rst,docs/source/reference.rst,1,0,,,0
9f70f5933a71896dafb1eae4df35217e28af3b74,Will McGugan,2020-03-12 17:36:40+00:00,progress docs,bar.rst,docs/source/reference/bar.rst,7,0,,,0
9f70f5933a71896dafb1eae4df35217e28af3b74,Will McGugan,2020-03-12 17:36:40+00:00,progress docs,progress.png,imgs/progress.png,0,0,,,0
9f70f5933a71896dafb1eae4df35217e28af3b74,Will McGugan,2020-03-12 17:36:40+00:00,progress docs,pyproject.toml,pyproject.toml,1,1,,,0
9f70f5933a71896dafb1eae4df35217e28af3b74,Will McGugan,2020-03-12 17:36:40+00:00,progress docs,default_styles.py,rich/default_styles.py,2,1,0.0,191.0,0
9f70f5933a71896dafb1eae4df35217e28af3b74,Will McGugan,2020-03-12 17:36:40+00:00,progress docs,filesize.py,rich/filesize.py,1,1,9.0,22.0,0
9f70f5933a71896dafb1eae4df35217e28af3b74,Will McGugan,2020-03-12 17:36:40+00:00,progress docs,progress.py,rich/progress.py,90,23,75.0,330.0,0
9f70f5933a71896dafb1eae4df35217e28af3b74,Will McGugan,2020-03-12 17:36:40+00:00,progress docs,rule.py,rich/rule.py,7,11,7.0,43.0,0
9f70f5933a71896dafb1eae4df35217e28af3b74,Will McGugan,2020-03-12 17:36:40+00:00,progress docs,style.py,rich/style.py,1,4,103.0,297.0,0
851a7d4eee6e7007d950d298b56953094d876cff,Will McGugan,2020-03-12 17:38:14+00:00,absolute link for img,README.md,README.md,1,1,,,0
b8583dec4d0e4c6fe1cb21c210e3eeb75bd02af8,Will McGugan,2020-03-12 17:41:48+00:00,Added badges,README.md,README.md,4,0,,,0
b0ed4c1ee0e3ce6fbcdaa70a23292509d69f66eb,Will McGugan,2020-03-13 14:27:24+00:00,fix for control codes in live render,CHANGELOG.md,CHANGELOG.md,6,0,,,1
b0ed4c1ee0e3ce6fbcdaa70a23292509d69f66eb,Will McGugan,2020-03-13 14:27:24+00:00,fix for control codes in live render,console.py,rich/console.py,32,20,151.0,711.0,1
